Janela;Inicio;Fim;Freq_Bocejos;Piscadas_30s;Olhos_Semicerrados_s;Tempo_por_Piscada_MAX_s;Total_Olhos_Fechados_s;Angulo_Vertical_avg_graus;Tempo_Conducao_min;Oscilacao_Velocidade_kmh;Nivel_Fadiga;Classificacao;Houve_Microssono_na_Janela;Microssono_>2s_na_Janela_Anterior;mu_Leve;mu_Moderada;mu_Grave
0;2026-01-08 15:52:44;2026-01-08 15:53:15;0;17;4.02;2.07;13.35;1.3;13.0;25.0;10.0;Grave;True;True;0.0;0.0;1.0
